name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres,genre1
Commitment,2013,6.7,36,2693,tt3144098,https://m.media-amazon.com/images/M/MV5BODIzNzcyMTQ0Nl5BMl5BanBnXkFtZTgwNzg4ODI3MDE@..jpg,"
Action, Drama            ",Not Rated,113 min,"
    Director:
Hong-soo Park
| 
    Stars:
Seung-Hyun Choi, 
Yeri Han, 
Je-mun Yun, 
Sung-ha Jo
","
    The son of a North Korean spy decides to follow in his father's footsteps to protect his little sister.",3144098,144302,235704,Commitment (2013),Action|Drama|Thriller,Action
Sea Fog,2014,6.9,61,2780,tt3303728,https://m.media-amazon.com/images/M/MV5BMTk4NTgxNDIyMl5BMl5BanBnXkFtZTgwNDg2ODcwOTE@..jpg,"
Drama, Thriller            ",Not Rated,111 min,"
    Director:
Sung-bo Shim
| 
    Stars:
Yoon-seok Kim, 
Yoo-chun Park, 
Yeri Han, 
Seong-kun Mun
","
    A fishing-boat crew takes on a dangerous commission to smuggle a group of illegal immigrants from China to Korea.",3303728,128441,272691,Sea Fog (2014),Drama,Drama
The Attorney,2013,7.7,55,4755,tt3404140,https://m.media-amazon.com/images/M/MV5BMjI2ODg5NDcxN15BMl5BanBnXkFtZTgwMDEzNzIwMTE@..jpg,"
Drama            ",Not Rated,127 min,"
    Director:
WooSuk Yang
| 
    Stars:
Kang-ho Song, 
Kwang Soo Cha, 
Seon-Mook Cho, 
Ki-Jung Han
","
    An ambitious tax attorney decides to represent an old friend in court.",3404140,121316,242452,The Attorney (2013),Drama,Drama
The Suspect,2013,6.9,63,5077,tt3404158,https://m.media-amazon.com/images/M/MV5BOTE2MjEzNzU1MV5BMl5BanBnXkFtZTgwODQwMzg5MDE@..jpg,"
Action, Thriller            ",Not Rated,137 min,"
    Director:
Shin-yeon Won
| 
    Stars:
Jong-ryol Choi, 
Yoo Gong, 
Jae-yoon Jo, 
Sung-ha Jo
","
    Betrayed and on the run, a North Korean agent tries to uncover the volatile secrets hidden inside the eyeglasses of a dead man.",3404158,113216,242454,"Suspect, The (Yong-eui-ja) (2013)",Action|Thriller,Action
The Divine Move,2014,6.7,,1925,tt3419894,https://m.media-amazon.com/images/M/MV5BNDFjNDI0NGUtYTBlYi00MWY2LTg1ZGYtYzRlODk3NWQyZjEyXkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Crime            ",Not Rated,118 min,"
    Director:
Beom-gu Cho
| 
    Stars:
Kil-kang Ahn, 
Sung-Ki Ahn, 
Greg Chun, 
Marc Diraison
","
    A professional baduk player infiltrates his local underground gambling scene to avenge his brother's death.",3419894,125545,281298,The Divine Move (2014),Action|Crime|Drama,Action
The Fatal Encounter,2014,6.8,,944,tt3479208,https://m.media-amazon.com/images/M/MV5BMTg3OTMwODM5MV5BMl5BanBnXkFtZTgwMjAxMDI2MTE@..jpg,"
Action, Drama            ",PG-13,135 min,"
    Director:
J.Q. Lee
| 
    Stars:
Hyun Bin, 
Jae-yeong Jeong, 
Jung-suk Jo, 
Eun-chae Jung
","
    King Jeongjo (Hyun-Bin) attempts to protect his royal powers from the conflict of two factions: Noron and Soron.",3479208,144380,269340,The Fatal Encounter (2014),Action|Drama,Action
Assassination,2015,7.3,64,5499,tt3501416,https://m.media-amazon.com/images/M/MV5BODE4MjQ0MjMzNl5BMl5BanBnXkFtZTgwNTE2ODUyNjE@..jpg,"
Action, Drama, Thriller            ",Not Rated,140 min,"
    Director:
Dong-hoon Choi
| 
    Stars:
Ji-Hyun Jun, 
Jung-jae Lee, 
Jung-woo Ha, 
Dal-su Oh
","
    While Korea is occupied by the Japanese Army in 1933, the resistance plans to kill the Japanese Commander. But their plan is threatened by a traitor within their group and also the enemies' forces are hunting them down.",3501416,141538,291549,Assassination (2015),Action|Drama|Thriller,Action
Miss Granny,2014,7.3,,2636,tt3516378,https://m.media-amazon.com/images/M/MV5BMWMzNTU3Y2UtYzc4NS00YWY5LWEwOWItMDg0ZmY3ZjYwYzE1XkEyXkFqcGdeQXVyNTI5NjIyMw@@..jpg,"
Comedy, Fantasy, Music            ",PG-13,124 min,"
    Director:
Dong-hyuk Hwang
| 
    Stars:
Eun-kyung Shim, 
Moon-hee Na, 
In-hwan Park, 
Dong-il Sung
","
    A 74-year-old widow realizes she is becoming a burden on her family. She mysteriously regains her physical appearance from the age of 20.",3516378,120301,253065,Miss Granny (2014),Comedy|Fantasy,Comedy
The Admiral,2014,7.1,,9733,tt3541262,https://m.media-amazon.com/images/M/MV5BMjA1MzE5NTMyNl5BMl5BanBnXkFtZTgwODA4MzI0MjE@..jpg,"
Action, Drama, History            ",Not Rated,128 min,"
    Director:
Han-min Kim
| 
    Stars:
Min-sik Choi, 
Seung-ryong Ryu, 
Jin-woong Cho, 
Myung-gon Kim
","
    Admiral Yi Sun-sin faces a tough challenge when he is forced to defend his nation with just 13 battleships against 300 Japanese enemy ships in the Battle of Myeongryang.",3541262,132381,282631,The Admiral: Roaring Currents (2014),Action|Drama|War,Action
Broken,2014,6.7,,1119,tt3554976,https://m.media-amazon.com/images/M/MV5BMTg4MDExMDEzMF5BMl5BanBnXkFtZTgwMDMyMjEyMjE@..jpg,"
Action, Drama, Thriller            ",Not Rated,122 min,"
    Director:
Jeong-ho Lee
| 
    Stars:
Jae-yeong Jeong, 
Sung-min Lee, 
Jun-Yeong Seo, 
Kim Hyeon-I
","
    A man becomes a fugitive from the police after he kills one of the men who raped and murdered his daughter.",3554976,144510,264273,Broken (2014),Drama|Mystery|Thriller,Drama
Days of Wrath,2013,5.7,,155,tt3560580,https://m.media-amazon.com/images/M/MV5BN2E0NWM1N2YtZjRhOS00YWVmLTk5MWMtOWFmZmZjODQ4YTRiXkEyXkFqcGdeQXVyOTExODQ3OQ@@..jpg,"
Drama, Thriller            ",,103 min,"
    Director:
Dong-yeob Shin
| 
    Stars:
Min-jung Ban, 
Chul-Woo Han, 
Tae-seong Jang, 
Gook-hwan Jeon
","
    Joon-seok who have been severely bullied as a teenager in high school seeks revenge against the former classmate who ruined his life after finding out he is living a comfortable happy life ...                See full summary »
",3560580,144588,257568,Days of Wrath (2013),Drama|Thriller,Drama
The Target,2014,6.3,,1675,tt3634940,https://m.media-amazon.com/images/M/MV5BODU3NDkxOTYxMV5BMl5BanBnXkFtZTgwMDQxMzA0NjE@..jpg,"
Action, Thriller            ",R,98 min,"
    Director:
Hong-Seung Yoon
| 
    Stars:
Seung-ryong Ryu, 
Joon-Sang Yoo, 
Jin-wook Lee, 
Sung-Ryung Kim
","
    An ER doctor teams up with an assassination target to rescue his wife, held hostage by corrupt criminals and, in the process, uncovers a conspiracy.",3634940,144274,267467,The Target (2014),Action|Thriller,Action
A Girl at My Door,2014,6.9,,2285,tt3661798,https://m.media-amazon.com/images/M/MV5BNzk1MDExMTA3M15BMl5BanBnXkFtZTgwNzMxNzk3MTE@..jpg,"
Drama            ",,119 min,"
    Director:
July Jung
| 
    Stars:
Doona Bae, 
Sae-ron Kim, 
Sae-byeok Song, 
Hie-jin Jang
","
    Young-nam was a promising graduate of the police academy before she was transferred to the small seaside village, as a result of misconduct. On her first day in the village, she encounters ...                See full summary »
",3661798,146928,266058,A Girl at My Door (2014),Drama,Drama
No Tears for the Dead,2014,6.8,,5485,tt3697566,https://m.media-amazon.com/images/M/MV5BMzYzNzgyMjczMF5BMl5BanBnXkFtZTgwMDk4MDEyMjE@..jpg,"
Action, Thriller            ",Not Rated,116 min,"
    Director:
Jeong-beom Lee
| 
    Stars:
Dong-Gun Jang, 
Min-hee Kim, 
Brian Tee, 
Hee-won Kim
","
    A hit man traumatized from accidentally killing a young girl during a job is given the mission to eliminate her mother, and begins the ultimate fight to save her life.",3697566,132991,265851,No Tears for the Dead (2014),Action|Thriller,Action
A Hard Day,2014,7.2,76,10066,tt3697626,https://m.media-amazon.com/images/M/MV5BYThiMzE1ZWMtZDU2MC00ZmQ2LTg0ODEtMTgxNjA4MDk0ZGIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@..jpg,"
Action, Crime, Thriller            ",Not Rated,111 min,"
    Director:
Seong-hun Kim
| 
    Stars:
Sun-kyun Lee, 
Jin-woong Cho, 
Man-sik Jeong, 
Jeong-geun Shin
","
    After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",3697626,134204,269494,A Hard Day (2014),Action|Crime|Thriller,Action
Johnny Express,2014,7.8,,894,tt3723996,https://m.media-amazon.com/images/M/MV5BNDg2YjYxYTEtYTZhYS00MzMyLWI4NDctMTUwMzgwMzUwYmI5XkEyXkFqcGdeQXVyMjQ2MTk1OTE@..jpg,"
Animation, Short, Comedy            ",,5 min,"
    Director:
Kyungmin Woo
","
    In the year 2150, Johnny, a lazy Space Delivery Man, must deliver a package on a planet he does not fully understand.",3723996,128991,269711,Johnny Express (2014),Animation|Comedy|Sci-Fi,Animation
Inside Men,2015,7,,2580,tt3779028,https://m.media-amazon.com/images/M/MV5BOWY3MGUyYmItZTZjOC00N2NlLWFmOWUtNWZkYWJiNDQ0NjhhXkEyXkFqcGdeQXVyNjQ4NTczMDE@..jpg,"
Action, Crime, Drama            ",TV-MA,130 min,"
    Director:
Min-ho Woo
| 
    Stars:
Byung-hun Lee, 
Seung-woo Cho, 
Yun-shik Baek, 
Kyeong-yeong Lee
","
    A former political henchman seeks out revenge for being dropped by a ruthless politician while a determined investigator tries to find proof of a connection between the two of them.",3779028,159719,293413,Inside Men (2015),Crime|Drama,Crime
Man on High Heels,2014,6.6,,1129,tt3837196,https://m.media-amazon.com/images/M/MV5BYmE2MGQyODctODE4MC00ODVkLTkwMzUtYjBlNjRhOGMzZmIzXkEyXkFqcGdeQXVyMjE1NjUyMTM@..jpg,"
Action, Comedy            ",,125 min,"
    Director:
Jin Jang
| 
    Stars:
Seung-Won Cha, 
Jeong-se Oh, 
Esom, 
Kil-kang Ahn
","
    From people's eyes he seems like a sadistic cop who give no mercy to his enemy. But, deep inside his heart Ji-wook hides his desire to become a woman.",3837196,120919,267573,Man on High Heels (2014),Action|Comedy,Action
Seoul Station,2016,6.1,,4314,tt3845670,https://m.media-amazon.com/images/M/MV5BMTM3ZGNhYmMtYzFkYi00MDM4LWJjNjktM2U3NmY0N2I3MjI2XkEyXkFqcGdeQXVyNjU3MzA0NjE@..jpg,"
Animation, Horror, Thriller            ",,92 min,"
    Director:
Sang-ho Yeon
| 
    Stars:
Seung-ryong Ryu, 
Franciska Friede, 
Joon Lee, 
Sang-hee Lee
","
    Several groups of people try to survive a zombie pandemic that unleashes itself in downtown Seoul.",3845670,162448,389868,Seoul Station (2016),Animation|Drama|Horror,Animation
Mourning Grave,2014,6,,709,tt3892620,https://m.media-amazon.com/images/M/MV5BMDM4ODUwYjYtMWEwNi00YmQ0LTk4NjUtZWFmOGNiZWQ5MTc2XkEyXkFqcGdeQXVyNjk2NjIzMDI@..jpg,"
Horror, Thriller            ",,90 min,"
    Director:
In-chun Oh
| 
    Stars:
So-eun Kim, 
Jeong-tae Kim, 
Hye-Rin Han, 
Doo-Sik Park
","
    A teenager, with the ability to see ghosts, returns to his hometown to face his demons.",3892620,144494,284063,Mourning Grave (2014),Comedy|Horror|Romance|Thriller,Comedy
Okja,2017,7.3,75,95356,tt3967856,https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@..jpg,"
Action, Adventure, Drama            ",TV-MA,120 min,"
    Director:
Bong Joon Ho
| 
    Stars:
Tilda Swinton, 
Paul Dano, 
Seo-hyun Ahn, 
Jake Gyllenhaal
","
    A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.",3967856,171765,387426,Okja (2017),Action|Adventure|Drama|Sci-Fi,Action
Illang: The Wolf Brigade,2018,6,,3422,tt3967878,https://m.media-amazon.com/images/M/MV5BMWI3ZjJmZWMtMDM2Yi00Mjg2LTg2NTktOWY2ZTc5ZDFiNzdjXkEyXkFqcGdeQXVyNzQzNDM3NTI@..jpg,"
Action, Sci-Fi            ",TV-MA,139 min,"
    Director:
Jee-woon Kim
| 
    Stars:
Dong-won Gang, 
Hyo-joo Han, 
Woo-sung Jung, 
Yeri Han
","
    Set in the distant future where both North and South Koreas agree to establish a joint government, which has been in preparation for a duration of 7 years, the plot focuses on political ...                See full summary »
",3967878,193904,467824,Illang: The Wolf Brigade (2018),Action|Sci-Fi|Thriller,Action
The Handmaiden,2016,8.1,84,100030,tt4016934,https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,"
Drama, Romance, Thriller            ",Not Rated,145 min,"
    Director:
Chan-wook Park
| 
    Stars:
Min-hee Kim, 
Jung-woo Ha, 
Jin-woong Cho, 
So-Ri Moon
","
    A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",4016934,158783,290098,The Handmaiden (2016),Drama|Romance|Thriller,Drama
For the Emperor,2014,5.7,,528,tt4136696,https://m.media-amazon.com/images/M/MV5BMjMwMzUwNTM0NV5BMl5BanBnXkFtZTgwMTMzNTAwNjE@..jpg,"
Action, Crime            ",Not Rated,104 min,"
    Director:
Sang Jun Park
| 
    Stars:
Min-ki Lee, 
Sung-woong Park, 
Tae-im Lee, 
Jae-young Han
","
    Lee Hwan is out of professional baseball after being involved in match fixing. He is recruited by gangster boss Jung Sang Ha to work for him as a loan shark. Over time Lee Hwan climbs the ...                See full summary »
",4136696,144402,280019,For the Emperor (2014),Action|Crime|Thriller,Action
Big Match,2014,6,,417,tt4156924,https://m.media-amazon.com/images/M/MV5BZDVlMWI5ODctMjU2YS00ODBkLWI2ZDUtNjNjY2RiN2RlNWZkXkEyXkFqcGdeQXVyNTgwNzU4NjM@..jpg,"
Action, Comedy, Thriller            ",,112 min,"
    Director:
Ho Choi
| 
    Stars:
Jung-jae Lee, 
Ha-kyun Shin, 
Sung-min Lee, 
BoA
","
    A game planner turns the entire city into a board game, through technology, with the citizens as the pawns.",4156924,144260,320150,Big Match (2014),Action|Comedy|Thriller,Action
The Con Artists,2014,6.6,,1241,tt4319112,https://m.media-amazon.com/images/M/MV5BMGRkNGI3ZTQtOWEyNC00MWYzLWI5MjItZjE2ODg0Mjg3OTQyXkEyXkFqcGdeQXVyOTExODQ3OQ@@..jpg,"
Action, Crime, Drama            ",,117 min,"
    Director:
Hong-seon Kim
| 
    Stars:
Woo-Bin Kim, 
Yeong-cheol Kim, 
Chang-Seok Ko, 
Hyun-Woo Lee
","
    An expert safe-cracker has 40 minutes to steal slush funds hidden inside a customs building.",4319112,144264,300433,The Con Artists (2014),Action|Crime|Thriller,Action
Twenty,2015,6.8,,1742,tt4415016,https://m.media-amazon.com/images/M/MV5BMDk1OWFiMWUtNzQxZi00NWYyLWE4YTktZjBlYjY5OTlmOTQwXkEyXkFqcGdeQXVyNjYxMjY5MjU@..jpg,"
Comedy, Drama, Romance            ",R,115 min,"
    Director:
Byeong-heon Lee
| 
    Stars:
Woo-Bin Kim, 
Jun-Ho Lee, 
Ha-Neul Kang, 
So-Min Jung
","
    A story about three friends, Chiho, Dongwoo, and Gyungjae. Each of them has just turned 20 years old and they must decide what to do with their life.",4415016,140245,331251,Twenty (2015),Comedy|Drama,Comedy
The Deal,2015,6.1,,552,tt4432058,https://m.media-amazon.com/images/M/MV5BYjBiNmVhN2QtZjM3OS00MDNjLTk4ZDEtZWZlYjAxMDM3ZGY2XkEyXkFqcGdeQXVyMjM3MTAzOTc@..jpg,"
Crime, Drama, Thriller            ",Not Rated,102 min,"
    Director:
Yong-ho Son
| 
    Stars:
Ju-bong Gi, 
Jae-yoon Jo, 
Eui-sung Kim, 
Sang-kyung Kim
","
    A police detective and husband take revenge on a serial killer.",4432058,144644,335640,The Deal (2015),Crime|Thriller,Crime
Office,2015,6,,1824,tt4682562,https://m.media-amazon.com/images/M/MV5BZTA0NDM0ZWMtZDI0Zi00OWI5LWJlOTYtZTk5ZjAzYzIyNjQ3XkEyXkFqcGdeQXVyNDE2NjE1Njc@..jpg,"
Horror, Mystery, Thriller            ",,111 min,"
    Director:
Won-Chan Hong
| 
    Stars:
Ko Asung, 
Sung-Woo Bae, 
Eui-sung Kim, 
Chae-eun Lee
","
    The investigation following a sales manager brutally killing his entire family leads to a track of mystery and tragedy in an overwhelmed work team at Seoul.",4682562,164667,336055,Office (2015),Thriller,Thriller
The Silenced,2015,5.7,,3044,tt4708348,https://m.media-amazon.com/images/M/MV5BNTM1YjMyMGYtZTQxNC00MmNmLWEwNzUtN2E5ODRjYzA2ZjRlXkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Horror, Mystery, Thriller            ",,99 min,"
    Director:
Hae-Young Lee
| 
    Stars:
Won-Hee Go, 
Ryun Jo, 
Bo-Bi Joo, 
Dong-Hyun Kim
","
    A girl is transferred to a mysterious boarding school, where she is forced to discover its secrets to survive.",4708348,142799,342657,The Silenced (2015),Drama|Mystery|Thriller,Drama
Veteran,2015,7,,4786,tt4768764,https://m.media-amazon.com/images/M/MV5BMjE2MDc4NTQ3N15BMl5BanBnXkFtZTgwNDU2MDE4NjE@..jpg,"
Action, Comedy, Crime            ",Not Rated,123 min,"
    Director:
Seung-wan Ryoo
| 
    Stars:
Jung-min Hwang, 
Ah-In Yoo, 
Hae-Jin Yoo, 
Dal-su Oh
","
    A honest cop seeks justice for a common man against all odds. A rich boy seeks revenge on the cop.",4768764,141536,346646,Veteran (2015),Crime|Thriller,Crime
"Right Now, Wrong Then",2015,7.2,81,3354,tt4768776,https://m.media-amazon.com/images/M/MV5BMTUwMjY3OTE5OF5BMl5BanBnXkFtZTgwMzgwMDY2ODE@..jpg,"
Drama            ",Not Rated,121 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Jae-yeong Jeong, 
Min-hee Kim, 
Yuh-Jung Youn, 
Ju-bong Gi
","
    A married film director falls for a young painter - twice.",4768776,160892,354275,"Right Now, Wrong Then (2015)",Drama,Drama
The Classified File,2015,6.4,,665,tt4791594,https://m.media-amazon.com/images/M/MV5BZjFjZDUyODEtY2UwNi00Y2Q3LThkMDktYjNiNjAwOWJhYmQ5XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Crime, Drama            ",Not Rated,108 min,"
    Director:
Kyung-taek Kwak
| 
    Stars:
Yoon-seok Kim, 
Hae-Jin Yoo, 
Bong-sik Hyun, 
Ji-Geon Jang
","
    A detective and a fortune teller join forces to find a kidnapped child whom none expects to be alive.",4791594,142803,344476,The Classified File (2015),Crime|Drama,Crime
The Age of Shadows,2016,7.1,78,7766,tt4914580,https://m.media-amazon.com/images/M/MV5BMjA4NDk2MzYxM15BMl5BanBnXkFtZTgwNzA4MDYyMDI@..jpg,"
Action, Drama, Thriller            ",TV-MA,140 min,"
    Director:
Jee-woon Kim
| 
    Stars:
Kang-ho Song, 
Byung-hun Lee, 
Yoo Gong, 
Richard Epcar
","
    Korean resistance fighters smuggle explosives to destroy facilities controlled by Japanese forces in this period action thriller.",4914580,171467,363579,The Age of Shadows (2016),Action|Drama|Thriller,Action
The Priests,2015,6.4,,1567,tt5049302,https://m.media-amazon.com/images/M/MV5BZGE4NzJhMjctMWVhNy00MjQwLTkwYzQtMmQ4ZTU3YzQ3MGQ5XkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Mystery, Thriller            ",,103 min,"
    Director:
Jae-hyun Jang
| 
    Stars:
Yoon-seok Kim, 
Dong-won Gang, 
Byeong-ok Kim, 
Eui-sung Kim
","
    Two priests have to find out if a young girl was attacked by an evil spirit or human molester in order to save her life.",5049302,149110,360551,The Priests (2015),Crime|Drama|Mystery|Thriller,Crime
The Tiger,2015,7.3,,4347,tt5066556,https://m.media-amazon.com/images/M/MV5BNDI0ZjQwMDMtOTUzMy00YTcwLWEwMWEtN2QxN2RkMjMwNTViXkEyXkFqcGdeQXVyNDU2MDY1NjE@..jpg,"
Action, Adventure, Drama            ",Not Rated,139 min,"
    Director:
Hoon-jung Park
| 
    Stars:
Min-sik Choi, 
Man-sik Jeong, 
Seok-won Jeong, 
Ji-so Jung
","
    While the Kingdom of Korea is under occupation by the Japanese, an old and experienced hunter is challenged by the hunt of the last tiger.",5066556,166494,363093,The Tiger: An Old Hunter's Tale (2015),Action|Adventure|Thriller,Action
The Wailing,2016,7.5,81,44565,tt5215952,https://m.media-amazon.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@..jpg,"
Horror, Mystery, Thriller            ",TV-MA,156 min,"
    Director:
Hong-jin Na
| 
    Stars:
Jun Kunimura, 
Jung-min Hwang, 
Do-won Kwak, 
Woo-hee Chun
","
    Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",5215952,159061,293670,The Wailing (2016),Mystery|Thriller,Mystery
Confidential Assignment,2017,6.5,,2276,tt5606538,https://m.media-amazon.com/images/M/MV5BYThmMmE3NzYtNGIyMi00MmRhLWFkMDItZGU3NTgwNmExZTdmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Adventure            ",Not Rated,124 min,"
    Director:
Sung-hoon Kim
| 
    Stars:
Hyun Bin, 
Hae-Jin Yoo, 
Ju-hyuk Kim, 
Hae-Young Lee
","
    When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts.",5606538,174471,434119,Confidential Assignment (2017),Action|Comedy,Action
Train to Busan,2016,7.5,72,140783,tt5700672,https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@..jpg,"
Action, Horror, Thriller            ",TV-MA,118 min,"
    Director:
Sang-ho Yeon
| 
    Stars:
Yoo Gong, 
Yu-mi Jung, 
Dong-seok Ma, 
Su-an Kim
","
    While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",5700672,162082,396535,Train to Busan (2016),Action|Thriller,Action
Memoir of a Murderer,2017,7.1,,5284,tt5729348,https://m.media-amazon.com/images/M/MV5BNGY2MDkzMTctMjI3Mi00ODM0LWExNDktNGJlNDI2OGU2OTExXkEyXkFqcGdeQXVyNTUxNTI3MzY@..jpg,"
Action, Crime, Thriller            ",Not Rated,118 min,"
    Director:
Shin-yeon Won
| 
    Stars:
Kyung-gu Sol, 
Nam-gil Kim, 
Seol-Hyun Kim, 
Dal-su Oh
","
    A former serial killer with Alzheimer's fights to protect his daughter from her psychotic boyfriend.",5729348,177737,432836,Memoir of a Murderer (2017),Crime|Thriller,Crime
Tunnel,2016,6.9,68,6487,tt5910280,https://m.media-amazon.com/images/M/MV5BMjE3ODYwODE2OV5BMl5BanBnXkFtZTgwMjM5ODA2OTE@..jpg,"
Action, Drama            ",TV-14,126 min,"
    Director:
Seong-hun Kim
| 
    Stars:
Jung-woo Ha, 
Doona Bae, 
Dal-su Oh, 
Jeong-geun Shin
","
    A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped.",5910280,163496,390497,The Tunnel (2016),Drama,Drama
Asura,2016,6.6,64,2090,tt5918028,https://m.media-amazon.com/images/M/MV5BMTA5MzM5OTA4ODReQTJeQWpwZ15BbWU4MDQ1ODA2MjAy..jpg,"
Action, Crime, Thriller            ",Not Rated,136 min,"
    Director:
Sung-su Kim
| 
    Stars:
Woo-sung Jung, 
Jung-min Hwang, 
Ji-Hoon Ju, 
Do-won Kwak
","
    A shady cop finds himself in over his head when he gets caught between Internal Affairs and the city's corrupt mayor.",5918028,164399,408620,Asura: The City of Madness (2016),Action|Crime,Action
The Net,2016,7.3,,2603,tt5996202,https://m.media-amazon.com/images/M/MV5BYTRkMzU1OWMtN2VjMS00NTAxLWE0NjgtMGY1OWI4MjVlMTllXkEyXkFqcGdeQXVyNjgwMzg3Nzk@..jpg,"
Drama            ",,114 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Seung-bum Ryoo, 
Won-geun Lee, 
Young-min Kim, 
Gwi-hwa Choi
","
    A North Korean fisherman breaks his boat engine by accident and drifts down to South Korea. After enduring brutal investigations in the South, he eventually gets sent back to North Korea.",5996202,189527,412094,The Net (2016),Drama,Drama
Pandora,2016,6.6,,4872,tt6302160,https://m.media-amazon.com/images/M/MV5BNmExNmZiZTYtYmY2My00YmRhLThjZWYtOGM4ODIwNDZhNDZhL2ltYWdlXkEyXkFqcGdeQXVyNzE5MDMyMzk@..jpg,"
Action, Drama            ",Not Rated,136 min,"
    Director:
Jong-woo Park
| 
    Stars:
Do-bin Baek, 
Seung-Hoon Choi, 
Sung-Wook Eo, 
Bae Gang-Yoo
","
    The explosion of a nuclear power plant caused by an earthquake leads to a disaster which no one other than its workers can stop from spreading further.",6302160,170605,429450,Pandora (2016),Action|Drama|Thriller,Action
Fabricated City,2017,6.9,,3622,tt6399158,https://m.media-amazon.com/images/M/MV5BMTA3YTkxNDYtYzkwNS00ZjAzLWE3OWQtMzQ3NzI4Y2ZlMjcxXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Crime            ",Not Rated,126 min,"
    Director:
Kwang-Hyun Park
| 
    Stars:
Chang-Wook Ji, 
Eun-kyung Shim, 
Jae-hong Ahn, 
Min-Jung Bae
","
    After Kwon, an exceptional gamer, is wrongly framed for murder, he along with his allies decides to find the real culprit and prove his innocence.",6399158,171455,435366,Fabricated City (2017),Action|Crime,Action
On the Beach at Night Alone,2017,6.8,80,2915,tt6412864,https://m.media-amazon.com/images/M/MV5BZjExNTNjYzYtNmJjYS00ZmMzLTk2NDUtY2FlOWRlYWViNmU1XkEyXkFqcGdeQXVyMTg5MDEyNw@@..jpg,"
Drama            ",,101 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Min-hee Kim, 
Young-hwa Seo, 
Jae-yeong Jeong, 
Seong-kun Mun
","
    An actress wanders around a seaside town, pondering her relationship with a married man.",6412864,178477,434773,On the Beach at Night Alone (2017),Drama,Drama
Bluebeard,2017,6.4,,1464,tt6599340,https://m.media-amazon.com/images/M/MV5BNTVhZWE3YTktZDAzNC00NDUxLTk0YjctOTUwZmMwYTk1NzI1XkEyXkFqcGdeQXVyNDIwOTAzMDM@..jpg,"
Thriller            ",Not Rated,117 min,"
    Director:
Soo-youn Lee
| 
    Stars:
Jin-woong Cho, 
Goo Shin, 
Dae-Myung Kim, 
Chung-Ah Lee
","
    Dr. Seung-hoon sedates his landlord before medical check-up, when the old man begins telling him a convincing murder confession.",6599340,176615,435809,Bluebeard (2017),Thriller,Thriller
Invader ZIM: Enter the Florpus,2019,7.5,,4344,tt6739094,https://m.media-amazon.com/images/M/MV5BZTYyY2NlMzktZWE4Yi00ZjkxLWJjZGItNTgyMDU3YTc4MTlkXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,"
Animation, Action, Adventure            ",TV-Y7-FV,71 min,"
    Directors:
Hae Young Jung, 
Young Kyun Park, 
Jhonen Vasquez
| 
    Stars:
Richard Steven Horvitz, 
Rikki Simons, 
Andy Berman, 
Melissa Fahn
","
    ZIM discovers his almighty leaders never had any intention of coming to Earth and he loses confidence in himself for the first time in his life, which is the big break his human nemesis, Dib has been waiting for.",6739094,205082,472983,Invader ZIM: Enter the Florpus (2019),Animation|Children|Comedy|Sci-Fi,Animation
